portfolio,agency,program,scheme,value12_13,diff_percent,difference,value13_14,value14_15,value15_16,value16_17,source
Department of the Interior,United States Fish and Wildlife Service,Wildlife Conservation and Appreciation Fund,Conservation and land management,0,,0,0,0,0,0,
Department of the Interior,United States Fish and Wildlife Service,Wildlife Conservation and Appreciation Fund,Conservation and land management,0,,0,0,0,0,0,
Department of the Interior,United States Fish and Wildlife Service,North American Wetlands Conservation Fund,Conservation and land management,39000,,2000,41000,44000,44000,43000,
Department of the Interior,United States Fish and Wildlife Service,North American Wetlands Conservation Fund,Conservation and land management,1000,,2000,3000,2000,2000,1000,
Department of the Interior,United States Fish and Wildlife Service,"Recreation Enhancement Fee Program, FWS",Recreational resources,5000,,1000,6000,7000,6000,6000,
Department of the Interior,United States Fish and Wildlife Service,African elephant conservation fund,Conservation and land management,0,,0,0,0,0,0,
Department of the Interior,United States Fish and Wildlife Service,State Wildlife Grants,Conservation and land management,65000,,10000,75000,78000,81000,79000,
Department of the Interior,United States Fish and Wildlife Service,Private Stewardship Grants,Conservation and land management,1000,,-1000,0,0,0,0,
Department of the Interior,United States Fish and Wildlife Service,Landowner Incentive Program,Conservation and land management,9000,,3000,12000,5000,0,0,
Department of the Interior,United States Fish and Wildlife Service,Coastal Impact Assistance,Other natural resources,8000,,-8000,0,0,0,0,
Department of the Interior,United States Fish and Wildlife Service,Coastal Impact Assistance,Other natural resources,85000,,37000,122000,130000,134000,142000,
Department of the Interior,United States Fish and Wildlife Service,Sport Fish Restoration,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,United States Fish and Wildlife Service,Sport Fish Restoration,Recreational resources,427000,,33000,460000,427000,443000,454000,
Department of the Interior,United States Fish and Wildlife Service,Contributed Funds,Conservation and land management,4000,,1000,5000,4000,4000,5000,
Department of the Interior,United States Fish and Wildlife Service,Federal Aid in Wildlife Restoration,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,United States Fish and Wildlife Service,Federal Aid in Wildlife Restoration,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,United States Fish and Wildlife Service,Miscellaneous Permanent Appropriations,Conservation and land management,0,,0,0,0,0,0,
Department of the Interior,United States Fish and Wildlife Service,Miscellaneous Permanent Appropriations,Conservation and land management,0,,0,0,0,0,0,
Department of the Interior,United States Fish and Wildlife Service,Miscellaneous Permanent Appropriations,Conservation and land management,4000,,0,4000,4000,5000,5000,
Department of the Interior,National Biological Service,Operation and maintenance of quarters,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,Bureau of Safety and Environmental Enforcement,Offshore Safety and Environmental Enforcement,Conservation and land management,43000,,86000,129000,79000,83000,87000,
Department of the Interior,Bureau of Safety and Environmental Enforcement,Oil Spill Research,Conservation and land management,0,,1000,1000,2000,0,0,
Department of the Interior,Bureau of Safety and Environmental Enforcement,Oil Spill Research,Conservation and land management,10000,,4000,14000,15000,15000,16000,
Department of the Interior,National Park Service,Urban Park and Recreation Fund,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,Urban Park and Recreation Fund,Recreational resources,0,,0,0,1000,3000,8000,
Department of the Interior,National Park Service,Urban Park and Recreation Fund,Recreational resources,0,,0,0,0,1000,3000,
Department of the Interior,National Park Service,Operation of the National Park System,Recreational resources,2310000,,-92000,2218000,2277000,2331000,2380000,
Department of the Interior,National Park Service,Operation of the National Park System,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,Road construction,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,Construction (and Major Maintenance),Recreational resources,314000,,4000,318000,371000,252000,201000,
Department of the Interior,National Park Service,Construction (and Major Maintenance),Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,National Recreation and Preservation,Recreational resources,-2000,,2000,0,0,0,0,
Department of the Interior,National Park Service,National Recreation and Preservation,Recreational resources,64000,,-5000,59000,58000,70000,53000,
Department of the Interior,National Park Service,Illinois and Michigan canal national heritage-corridor Commission,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,Jefferson National Expansion Memorial Commission,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,United States Park Police,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,Park Partnership Project Grants,Recreational resources,6000,,-3000,3000,2000,2000,0,
Department of the Interior,National Park Service,Land Acquisition and State Assistance,Recreational resources,37000,,23000,60000,66000,66000,67000,
Department of the Interior,National Park Service,Land Acquisition and State Assistance,Recreational resources,38000,,-2000,36000,48000,48000,49000,
Department of the Interior,National Park Service,Land Acquisition and State Assistance,Recreational resources,0,,0,0,11000,7000,11000,
Department of the Interior,National Park Service,Land Acquisition and State Assistance,Recreational resources,1000,,3000,4000,4000,2000,1000,
Department of the Interior,National Park Service,Commemorative activities fund,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,National park system visitor facilities fund,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,Historic Preservation Fund,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,Historic Preservation Fund,Recreational resources,89000,,-21000,68000,85000,92000,82000,
Department of the Interior,National Park Service,Construction (trust Fund),Ground transportation,0,,0,0,0,0,0,
Department of the Interior,National Park Service,Construction (trust Fund),Ground transportation,0,,0,0,0,0,0,
Department of the Interior,National Park Service,Other Permanent Appropriations,Recreational resources,165000,,4000,169000,177000,187000,190000,
Department of the Interior,National Park Service,Other Permanent Appropriations,Recreational resources,0,,0,0,0,0,0,
Department of the Interior,National Park Service,Recreation Fee Permanent Appropriations,Recreational resources,222000,,-87000,135000,151000,175000,196000,
Department of the Interior,National Park Service,Miscellaneous Trust Funds,Recreational resources,28000,,9000,37000,38000,38000,38000,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Operation of Indian Programs,Conservation and land management,176000,,-4000,172000,166000,163000,166000,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Operation of Indian Programs,Area and regional development,1297000,,-200000,1097000,1150000,1134000,1155000,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Operation of Indian Programs,Area and regional development,159000,,-2000,157000,164000,162000,165000,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Operation of Indian Programs,"Elementary, secondary, and vocational education",664000,,24000,688000,668000,663000,674000,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Operation of Indian Programs,"Elementary, secondary, and vocational education",106000,,-3000,103000,106000,105000,107000,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Indian Land Consolidation,Area and regional development,-1000,,1000,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Eastern Indian land claims settlement fund,Other general government,0,,0,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,White Earth Settlement Fund,Area and regional development,0,,0,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,White Earth Settlement Fund,Area and regional development,1000,,2000,3000,3000,2000,2000,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Contract Support Costs,Area and regional development,0,,0,0,196000,236000,242000,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Construction,Area and regional development,263000,,-62000,201000,139000,115000,113000,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Indian Land and Water Claim Settlements and Miscellaneous Payments to Indians,Area and regional development,29000,,4000,33000,36000,37000,38000,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Indian Land and Water Claim Settlements and Miscellaneous Payments to Indians,Area and regional development,114000,,-89000,25000,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Payments to Papago trust and cooperative fund,Area and regional development,0,,0,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Payments to Papago trust and cooperative fund,Other general government,0,,0,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Payment to Tribal Economic Recovery Funds,Area and regional development,0,,0,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Payment to the Alaska Native Escrow Account,Other general government,0,,0,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Navajo rehabilitation trust fund,Area and regional development,0,,0,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Payment to Utah Paiute Economic Development and Tribal Gov. Fu,Area and regional development,0,,0,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Indian direct loan program account,Area and regional development,0,,0,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Indian direct loan program account,Area and regional development,0,,0,0,0,0,0,
Department of the Interior,Bureau of Indian Affairs and Bureau of Indian Education,Indian direct loan program account,Area and regional development,0,,0,0,0,0,0,
